method,pca1_bin,pca2_bin,pca1_A,pca2_A,probability,pmf_kcal_mol,counts
umbrella_only,9,24,-6.045169242223103,5.207218170166016,0.0004648967094949935,1.5741863004394845,130
umbrella_only,9,25,-6.045169242223103,5.790369033813477,0.0007738003630625537,1.2704429279652456,110
umbrella_only,9,26,-6.045169242223103,6.3735198974609375,0.00029441273101638845,1.8465322193808658,45
umbrella_only,9,27,-6.045169242223103,6.956670761108398,2.5674770664307772e-05,3.300852040423312,16
umbrella_only,9,28,-6.045169242223103,7.539821624755859,1.2413442226731628e-05,3.734099662471977,6
umbrella_only,9,29,-6.045169242223103,8.12297248840332,0.0,,0
umbrella_only,10,0,-5.109592390060424,-8.788402557373047,0.0,,0
umbrella_only,10,1,-5.109592390060424,-8.205251693725586,0.0,,0
umbrella_only,10,2,-5.109592390060424,-7.622100830078125,0.0,,0
umbrella_only,10,3,-5.109592390060424,-7.038949966430664,0.0,,0
umbrella_only,10,4,-5.109592390060424,-6.455799102783203,1.7421787123489805e-05,3.5320357929693373,3
umbrella_only,10,5,-5.109592390060424,-5.872648239135742,0.00023890333341594324,1.971084393054881,17
umbrella_only,10,6,-5.109592390060424,-5.289497375488281,0.0010420769916389297,1.0929912334437737,49
umbrella_only,10,7,-5.109592390060424,-4.70634651184082,0.001107273726992563,1.0568131485050487,98
umbrella_only,10,8,-5.109592390060424,-4.123195648193359,0.0026200703356428694,0.5433392787172551,207
umbrella_only,10,9,-5.109592390060424,-3.5400447845458984,0.0028994642051174036,0.4829333565041378,271
umbrella_only,10,10,-5.109592390060424,-2.9568939208984375,0.004388579920937937,0.23583659037702454,359
umbrella_only,10,11,-5.109592390060424,-2.3737430572509766,0.004072412514175286,0.2804116377575796,371
umbrella_only,10,12,-5.109592390060424,-1.7905921936035156,0.004601314257279237,0.20761653532581237,356
umbrella_only,10,13,-5.109592390060424,-1.2074413299560547,0.004035772567015261,0.2857996416512698,407
