variant,metric,checkpoint_index,n_epochs,frac_total,bin,x,F_kcal_mol,P,count
epoch,cv_distance,3,3,0.11002596894895565,20,0.6801842788544794,0.15795758050408515,0.051838213787623696,20458
epoch,cv_distance,3,3,0.11002596894895565,21,0.7123382644417384,0.06933752893483258,0.06014622807990099,21980
epoch,cv_distance,3,3,0.11002596894895565,22,0.7444922500289977,0.055717326297995085,0.061536176559839235,22225
epoch,cv_distance,3,3,0.11002596894895565,23,0.7766462356162568,0.1264487249969921,0.054651709795813304,20782
epoch,cv_distance,3,3,0.11002596894895565,24,0.8088002212035159,0.3624559450939695,0.03678544889162521,17541
epoch,cv_distance,3,3,0.11002596894895565,25,0.8409542067907751,0.5643080697977463,0.026219827944742837,16389
epoch,cv_distance,3,3,0.11002596894895565,26,0.8731081923780342,0.38018035089067426,0.0357078826061034,20519
epoch,cv_distance,3,3,0.11002596894895565,27,0.9052621779652934,0.21107274970061263,0.04741944103245356,12337
epoch,cv_distance,3,3,0.11002596894895565,28,0.9374161635525524,1.1822911234126594,0.009299048686577228,1660
epoch,cv_distance,3,3,0.11002596894895565,29,0.9695701491398117,4.546066485858823,3.2959377550323654e-05,48
epoch,cv_distance,4,4,0.11002596894895565,0,0.037104567109296716,3.175223496603164,0.00032856276582877894,38
epoch,cv_distance,4,4,0.11002596894895565,1,0.06925855269655586,1.7367627918876316,0.0036687256151711847,1651
epoch,cv_distance,4,4,0.11002596894895565,2,0.101412538283815,1.0887673300301501,0.01087852799856265,11438
epoch,cv_distance,4,4,0.11002596894895565,3,0.13356652387107412,0.928343669509391,0.014237585538441032,21148
epoch,cv_distance,4,4,0.11002596894895565,4,0.16572050945833325,0.8470762129130645,0.016316930374490266,22196
epoch,cv_distance,4,4,0.11002596894895565,5,0.1978744950455924,0.7495291344382755,0.019217639088174608,21241
epoch,cv_distance,4,4,0.11002596894895565,6,0.23002848063285153,0.6917999381549587,0.021171658495741926,20694
epoch,cv_distance,4,4,0.11002596894895565,7,0.26218246622011065,0.6353889576192109,0.02327284231523719,20560
epoch,cv_distance,4,4,0.11002596894895565,8,0.2943364518073698,0.56498345170042,0.02619019753959338,19531
epoch,cv_distance,4,4,0.11002596894895565,9,0.3264904373946289,0.5543527220163749,0.02666140917126354,18905
epoch,cv_distance,4,4,0.11002596894895565,10,0.35864442298188803,0.5640831184248714,0.02622978031960103,18229
epoch,cv_distance,4,4,0.11002596894895565,11,0.39079840856914716,0.5300003489825049,0.02777304103233215,18393
epoch,cv_distance,4,4,0.11002596894895565,12,0.42295239415640634,0.35532894248299707,0.03722793233718001,19462
epoch,cv_distance,4,4,0.11002596894895565,13,0.45510637974366547,0.15834461111430453,0.05180468348378893,20819
